gene_id,class,toxin_family,JLS178,JLS181,JLS187,JLS202,JLS216,JLS223,JLS224,JLS228,JLS242,JLS247,JLS248,JLS249,JLS253,JLS254,JLS255,JLS256,JLS257,JLS260,JLS269,Average,Female_Average,Male_Average
trinityContig31131||sp|O60218.2|,Nontoxin,Nontoxin,12.26,6.92,7.22,16.77,12.37,13.68,9.38,5.68,12.89,11.64,1.93,26.79,10.09,2.37,6.75,2.93,25.08,25.49,6.03,11.38263158,12.399,10.2533333
trinityContig31132||sp|Q5E951.1|,Nontoxin,Nontoxin,24.38,0,9.88,25.98,49.47,59.12,16.03,41.74,9.7,24.58,0,53.8,73.95,33.66,59.22,59.73,69.36,33.35,30.88,35.51736842,37.647,33.1511111
trinityContig31155||sp|Q9BR01.2|,Nontoxin,Nontoxin,24.14,13.74,17.58,31.85,11.63,5.18,11.04,10.97,21.07,5.22,30.64,14.51,10.75,0.9,12.4,7.9,18.03,6.76,5.76,13.68789474,16.954,10.0588889
trinityContig31168||sp|Q9JJ94.1|,Nontoxin,Nontoxin,202.59,139.55,219.05,175.28,110.5,331.34,75.87,87.7,84.8,66.97,91.65,113.1,75.58,90.88,131.67,105.98,201.88,126.94,35.73,129.8452632,137.087,121.798889
trinityContig31196||sp|P48735.2|,Nontoxin,Nontoxin,260.74,123.17,441.35,173.89,286.53,125.96,120.37,186.65,126.68,166.8,240.74,186.83,194.89,51.46,114.9,85.62,318.41,61.84,224.17,183.7368421,231.746,130.393333
trinityContig31199||sp|Q9YGD2.1|,Nontoxin,Nontoxin,123.56,104.79,157.33,105.43,95.42,65,91.99,99.38,98.06,125.62,159.26,140.09,90.43,42.23,54.81,69.26,148.18,47.99,72.67,99.55263158,105.508,92.9355556
trinityContig3120||sp|Q9Z2V9.4|,Nontoxin,Nontoxin,86.25,18.48,153.34,52.99,38.9,4.84,12.61,44.23,21.8,20.69,123.64,135.31,98.91,0.47,10.29,24.06,93.19,26.63,30.33,52.47157895,71.447,31.3877778
trinityContig31214||sp|Q08DB5.1|,Nontoxin,Nontoxin,124.45,33.43,202.76,48.35,74.58,9.19,16.52,48.32,22.62,72.69,184.1,44.59,20.73,1.04,1.7,13.65,98.57,4.97,17.27,54.71210526,77.748,29.1166667
trinityContig31221||sp|Q5RJQ7.1|,Nontoxin,Nontoxin,95.38,99.3,70.65,77.59,72.07,95.79,95.21,82.08,60.52,74.88,84.13,80.78,83.62,135.9,103.62,58.57,105.7,189.82,66.9,91.18473684,94.948,87.0033333
trinityContig31222||sp|P35276.1|,Nontoxin,Nontoxin,79.95,6.7,42.26,0,44.92,12.69,0,0,0.14,0.33,0,38.96,35.91,0,0,61.42,23.3,8.92,15.78,19.54105263,25.104,13.36
trinityContig3123||sp|P84077.2|,Nontoxin,Nontoxin,111.37,146.03,131.51,90.65,94.26,42.81,81.5,137.28,99.13,153.27,117.56,167.55,79.22,13.48,63.69,90.33,120.4,42.04,80.66,98.03894737,93.136,103.486667
trinityContig31231||sp|Q8WYA6.1|,Nontoxin,Nontoxin,65.18,28.5,99.17,46.32,26.57,23.86,28.58,0,29.24,32.85,48.9,34.46,23.19,11.35,15.18,0,50.55,20.01,22.49,31.91578947,41.756,20.9822222
trinityContig31233||sp|P55036.1|,Nontoxin,Nontoxin,83.88,72.1,37.47,84.8,33.25,29.15,91.96,83.46,8.79,16.85,62.86,20.67,36.43,43.62,59.56,74.47,171.12,86.4,52.58,60.49578947,70.835,49.0077778
trinityContig31236||sp|P61964.1|,Nontoxin,Nontoxin,198.59,106.94,174.76,124.71,189.84,72.86,126.58,139.79,100.97,151,358.47,131.03,98.96,24.78,40.98,85.84,151.55,79.85,76.37,128.0984211,149.408,104.421111
trinityContig31239||sp|Q5R971.2|,Nontoxin,Nontoxin,129.34,208.85,190.56,175.64,105.43,122.2,184.71,184.68,126.01,153.22,117.51,139.59,98.21,126.26,157.19,98.52,220.03,84.42,148.42,145.8310526,142.675,149.337778
trinityContig31241||sp|P82808.3|,Nontoxin,Nontoxin,17.35,22.33,27.54,16.7,24.36,3.85,10.96,13.92,10.86,15.36,7.5,15.26,6.12,1,2.13,0.95,50.29,0,15.89,13.80894737,16.788,10.4988889
trinityContig31242||sp|P47856.3|,Nontoxin,Nontoxin,91.64,38.85,120.17,105.84,37.45,0,39.44,20.87,30.81,45.94,42.55,95.47,8.5,0,4.84,21.83,137.35,5.8,23.68,45.84368421,57.782,32.5788889
trinityContig31244||sp|Q0GNE0.1|,Nontoxin,Nontoxin,106.87,106.42,108.19,76.35,89.35,14.02,63.07,91.67,57.8,91.69,130.14,103.86,46.66,3.91,23.23,36.81,81.57,25.17,53.12,68.94210526,74.065,63.25
trinityContig31246||sp|Q5R601.2|,Nontoxin,Nontoxin,155.05,139.6,101.6,149.51,146.84,96.52,198.55,108.85,140.52,152.49,293.09,128.52,137.88,72.75,63.06,121.62,103.4,141.57,90.6,133.7905263,138.26,128.824444
trinityContig31249||sp|Q63400.2|,Nontoxin,Nontoxin,97.53,39.03,125.29,221.97,102.98,38.17,36.9,25.79,69.84,63.19,103.39,124.98,14.22,4.45,15.51,48.26,81.81,6.44,33.32,65.95105263,80.246,50.0677778
trinityContig31266||sp|Q969X5.1|,Nontoxin,Nontoxin,100.91,68.91,78.47,48.8,97.41,10.99,80.96,128.96,65.52,92.24,87.13,122.5,68.01,5.24,39.13,45.39,83.22,46.47,109.95,72.64263158,75.95,68.9677778
trinityContig31269||sp|Q9Z1P6.3|,Nontoxin,Nontoxin,117.7,7.3,46.93,0,0,0,10.17,96.64,28.1,52.9,0,20.61,66.51,13.96,40.71,0,0,109.18,0,32.14263158,38.103,25.52
trinityContig31270||sp|P40925.4|,Nontoxin,Nontoxin,193.05,138.86,136.76,196.93,198.09,138.95,284.66,269.6,280.42,238.02,510.35,205.59,200.67,89.56,108.71,251.49,139.11,231.82,117.26,206.8368421,203.275,210.794444
trinityContig31272||sp|Q5ZM57.1|,Nontoxin,Nontoxin,149.71,71.3,132.87,71.1,111.8,17.73,47.53,104.69,57.49,139.76,179.13,97.34,102.38,5.43,14.65,64.84,80.68,31.35,72.72,81.71052632,94.639,67.3455556
trinityContig31291||sp|A0PFK7.2|,Nontoxin,Nontoxin,170.25,134.4,177.01,208.25,147.02,74.47,133.38,147.59,124.03,160.8,216.4,163.34,109.18,31.15,107.16,111.7,167.14,70.27,79.71,133.3289474,145.239,120.095556
trinityContig31293||sp|Q8BX37.2|,Nontoxin,Nontoxin,117.7,10.39,134.07,15.67,2.35,0.21,7.72,6.06,6.03,13.84,16.84,12.67,1.17,3.69,16.53,5.79,93.34,2.98,18.07,25.53263158,41.872,7.37777778
trinityContig313||sp|Q7ZW11.1|,Nontoxin,Nontoxin,34.65,29.24,28.78,26.84,21.38,25.38,15.13,24.58,13.8,24.43,27.28,27.04,11.31,10.73,11.67,12.67,29.68,21.98,17.98,21.81842105,23.155,20.3333333
trinityContig31301||sp|Q9DCJ5.3|,Nontoxin,Nontoxin,221.93,78.57,182.93,54.9,93.32,84.15,50.8,138.48,119.52,69.74,28.72,71.3,73.88,135.78,64.99,100.29,153.12,110.14,59.38,99.57578947,104.331,94.2922222
trinityContig31302||sp|Q3ZCC8.1|,Nontoxin,Nontoxin,136.88,111.83,62.77,73.7,41.22,18.72,75.07,2.03,0,50.28,23.23,113.42,20.8,0,15.46,0,58.99,15.41,4.36,43.37736842,45.282,41.2611111
trinityContig31305||sp|P43034.2|,Nontoxin,Nontoxin,46.93,42.26,48.97,46.45,41.92,25.39,39.7,50.73,23.52,29.95,85.46,32.95,29.53,13.74,14.78,20.42,42.81,42.68,23,36.90473684,42.253,30.9622222
trinityContig31324||sp|Q28944.1|,Nontoxin,Nontoxin,147.78,149.18,171.56,207.55,265.79,168.55,197.96,292.01,202.91,285.69,308.07,180.34,221.72,101.8,154.68,102.69,193.95,200.55,206.34,197.8484211,207.799,186.792222
trinityContig31329||sp|P26652.2|,Nontoxin,Nontoxin,18.27,11.29,6.18,15.58,12.09,2.2,7,5.59,3.48,3.5,6.84,9.18,1.49,1.29,1.57,4.2,9.08,3.72,0.52,6.477368421,7.534,5.30333333
trinityContig31334||sp|Q5R511.1|,Nontoxin,Nontoxin,30.22,32.4,30.17,39.93,33.17,18.11,29.75,41.08,26.13,29.89,37.47,48.8,23.45,4.54,17.85,21.42,30.4,28.77,16.44,28.42052632,28.787,28.0133333
trinityContig31361||sp|E2RQ08.1|,Nontoxin,Nontoxin,177.04,103.54,135.97,129.46,162.86,29.17,174.7,145.11,121.86,185.74,152.38,162.73,92.19,19.99,71.07,78.64,135.24,55.54,128.38,119.0321053,124.013,113.497778
trinityContig31362||sp|P52209.3|,Nontoxin,Nontoxin,86.09,50.47,44.83,69.12,45.95,99.13,53.18,11.08,43.57,30.14,61.73,53.2,31.37,35.73,37.11,0,57.49,57.01,29.88,47.21473684,52.058,41.8333333
trinityContig31371||sp|Q9CZH3.1|,Nontoxin,Nontoxin,0,0,0,0,0,13.45,72.62,8.55,0,16.07,0,0,0,0,0,0,0,0,4.94,6.085789474,0.494,12.2988889
trinityContig31386||sp|P20136.4|,Nontoxin,Nontoxin,77.6,0,134.6,129.82,78.91,0,0,121.8,244.36,35.37,0,115.96,134.42,90.08,150.2,0,54.86,195.1,41.74,84.46421053,99.725,67.5077778
trinityContig31388||sp|Q58DA7.1|,Nontoxin,Nontoxin,177.92,63.65,138.12,151.32,378.97,165.25,571.41,87.36,78.96,226.32,145.3,149.58,77.84,115.38,133.37,80.84,89.14,93.63,41.42,156.0936842,142.703,170.972222
trinityContig31389||sp|P21796.2|,Nontoxin,Nontoxin,66.53,57.16,58.36,52.26,70.89,21.72,125.2,81.65,78.75,88,96.34,80.32,73.14,17.1,30.4,76.18,57.58,56.28,35.09,64.36578947,59.687,69.5644444
trinityContig31390||sp|Q8AXV0.1|,Nontoxin,Nontoxin,45.8,24.96,44.8,15.86,16.24,2.36,5.38,22.6,8.69,38.18,34.76,33.77,4.41,0.7,1.26,2.56,12.51,2.5,1.76,16.79473684,17.99,15.4666667
trinityContig31391||sp|Q8AXV0.1|,Nontoxin,Nontoxin,55.93,12.53,86.83,32.01,31.32,0.91,32.37,35.93,10.94,18.45,70.04,35.18,8.88,0,4.99,10.86,60.91,0,16.07,27.58684211,36.698,17.4633333
trinityContig31399||sp|P70195.1|,Nontoxin,Nontoxin,181.9,105.79,123.27,119.15,69.81,133.76,80.16,101.27,79.77,0,83.2,135.32,153.02,46.51,79.05,40.79,187.44,200.63,81.01,105.3605263,127.848,80.3744444
trinityContig31415||sp|Q9Y2R5.1|,Nontoxin,Nontoxin,142.74,162.84,206.41,235.7,268.01,343.73,177.91,380.99,230.6,241.98,338.99,226.6,281.5,327.98,297.74,302.75,183.49,315.01,195.71,255.8252632,246.53,266.153333
trinityContig31422||sp|Q9EPH8.1|,Nontoxin,Nontoxin,2247.05,1008.27,3388.59,2033.23,3174.59,783.65,1145.14,1918.11,1557.16,2315.19,3870.72,2379.09,1619.98,316.99,894.52,1770.73,2216.78,672.06,1540.57,1834.337895,2165.809,1466.03667
trinityContig31424||sp|Q90ZN1.1|,Nontoxin,Nontoxin,111.16,49.42,107.61,51.94,34.53,9.35,58.76,44.52,32.59,47.49,89.7,42.21,34.63,1.61,31.35,18.04,60.46,10.53,18.85,44.98684211,55.076,33.7766667
trinityContig31433||sp|P0C0U6.1|,Nontoxin,Nontoxin,531.21,1949.75,1754.35,46741.77,603.26,9553.79,968.94,7011.92,2047.82,32.15,11.07,235.97,473.21,3109.11,481.6,409.57,1791.02,12614.96,1854.95,4851.390526,6685.74,2813.22444
trinityContig31435||sp|P51572.3|,Nontoxin,Nontoxin,298.23,206.9,308.67,220.53,107.63,130.19,198.39,223.67,66.05,228.91,355.52,290.35,240.81,92.67,156.6,139.37,313.37,171.19,180.61,206.8242105,235.316,175.166667
trinityContig31445||sp|Q5RES3.1|,Nontoxin,Nontoxin,5.16,0,5.61,13.72,6.9,9.12,2.21,11.97,6.78,8.07,17.58,2.13,11.54,7.81,4.14,3.76,11.38,23.93,12.85,8.666315789,11.281,5.76111111
trinityContig31466||sp|Q63450.2|,Nontoxin,Nontoxin,198.27,171.93,173.88,200.21,166.03,63.73,93.16,106.35,114.71,123.45,183.06,145.34,144.35,14.67,34.77,85.33,255.38,63.34,108.82,128.7778947,152.811,102.074444
trinityContig31467||sp|Q9Z0X1.1|,Nontoxin,Nontoxin,118.39,11.95,208.83,37.57,45.63,18.96,45.96,0,22.66,99.03,65.43,33.13,11.35,29.72,60.75,12.77,121.33,40.56,11.45,52.39315789,72.129,30.4644444
trinityContig31468||sp|Q5TGZ0.1|,Nontoxin,Nontoxin,0,0,257.31,0,0,206.84,0,110.45,146.97,0,110.36,0,123.99,0,0,147.96,233.22,0,0,70.37368421,72.488,68.0244444
trinityContig31470||sp|Q02790.3|,Nontoxin,Nontoxin,85.8,35.98,74.96,14.73,93.95,40.8,53.64,30.61,43.46,67.3,62.98,60.2,8.65,9.75,21.17,32.93,66.59,24.92,36.61,45.52789474,49.036,41.63
trinityContig31482||sp|Q8BUH1.2|,Nontoxin,Nontoxin,1.28,0,3.41,7.36,4.65,5.72,2.8,6.11,7,4.86,6,4.16,3.98,4.17,5.06,5.38,4.8,19.83,3.38,5.260526316,5.975,4.46666667
trinityContig31491||sp|Q5ZI20.1|,Nontoxin,Nontoxin,317.22,239.69,280.13,127.98,391.61,25.29,477.85,468.9,216.79,476.39,249.08,387.52,231.56,22.41,140.51,218.35,245.59,88.31,251.2,255.5989474,232.319,281.465556
trinityContig31507||sp|P29694.3|,Nontoxin,Nontoxin,2243.24,4.3,4144.17,1277.75,2025.45,226.03,1382.86,2150.01,423.7,1742.85,1707.05,2281.59,1373.3,238.82,805.58,2920.16,0.46,1016.56,1957.38,1469.54,1655.094,1263.36889
trinityContig31529||sp|P55011.1|,Nontoxin,Nontoxin,448.05,303.06,574.78,213.69,476.87,14.49,281.6,476.39,230.06,491.7,305.41,546.47,123.58,10.02,47.61,171.88,367.07,47.8,207.74,280.9615789,281.26,280.63
trinityContig31531||sp|Q91YT2.1|,Nontoxin,Nontoxin,15.21,12.94,13.76,20.71,11.87,1.51,13.33,7.5,6.67,8.59,10.87,15.22,6.24,0,2.99,5.51,15.9,4.28,13.69,9.831052632,11.552,7.91888889
trinityContig31535||sp|Q9CQA3.1|,Nontoxin,Nontoxin,307.9,177.11,284.41,207.78,204.05,145.9,141.9,192.57,151,161.37,261.48,215.1,154.44,61.3,140.69,167.32,215.45,129.96,129.3,181.5278947,203.546,157.063333
trinityContig31542||sp|Q9UQ80.3|,Nontoxin,Nontoxin,174.31,125.93,141.51,187.44,214.05,75.76,176.16,166.28,134.7,123.45,265.31,146.57,107.84,50.77,76.3,148.6,149.37,177.35,100.18,144.3094737,159.366,127.58
trinityContig31544||sp|P15153.1|,Nontoxin,Nontoxin,4.44,0,7.07,18.23,1.97,23.01,10.59,5.32,15.45,6.83,2.4,5.23,2.26,43.97,7.14,4.1,5.82,78.09,4.73,12.98157895,13.215,12.7222222
trinityContig31548||sp|Q3ZBN8.3|,Nontoxin,Nontoxin,34.52,75.62,29.6,43.6,16.72,34.63,13.75,23.3,44.94,9.72,36.4,17.63,20.12,31.34,28.99,19.28,27.8,69.84,38.25,32.42368421,34.584,30.0233333
trinityContig31550||sp|P16444.3|,Nontoxin,Nontoxin,0,5.6,17.22,0,25.83,8.47,45,43.37,68.29,41.81,38.13,35.49,41.99,3.15,28.85,0.62,116.37,3.42,38.17,29.56736842,30.998,27.9777778
trinityContig31576||sp|Q01841.3|,Nontoxin,Nontoxin,146.08,28.03,0,45.86,11.18,2.4,8.03,0,26.33,2.79,36.98,117.38,21.77,0,1.52,0,220.99,3.42,16.16,36.25894737,50.396,20.5511111
trinityContig31579||sp|G1TGF1.1|,Nontoxin,Nontoxin,255.64,136.15,266.33,281.3,483.06,110.17,388.13,343.59,274.95,408.2,461.18,299.59,236.35,61.17,143.27,308.25,258.17,227.83,204.62,270.9447368,281.775,258.911111
trinityContig31580||sp|Q5ZK88.1|,Nontoxin,Nontoxin,20.96,8.71,22.1,11.6,18.63,7.04,28.88,14.87,9.13,9.95,36.57,10.09,13.42,3.54,10.82,8.27,19.91,9.31,14.18,14.63052632,17.75,11.1644444
trinityContig31592||sp|O75452.2|,Nontoxin,Nontoxin,42.73,20.67,83.83,24.93,35.92,2.4,49.97,58.24,25.46,30.82,12.15,37.86,23.77,2.36,9.61,22.96,58.07,12.13,30.96,30.78105263,33.41,27.86
trinityContig31599||sp|O93510.1|,Nontoxin,Nontoxin,367.13,117.13,272.24,168.59,207.94,110.4,65.83,140.78,83.71,159.09,97.74,101.85,147.79,53.79,58.28,68.64,202.42,151.95,79.48,139.7252632,175.356,100.135556
trinityContig31621||sp|Q5ZL57.1|,Nontoxin,Nontoxin,335.44,294.46,334.63,246.95,197.63,100.3,253.43,318.49,208.09,239.45,256.72,240.71,201.4,68.83,193.68,189.89,365.38,162.2,206,232.2989474,250.003,212.627778
trinityContig31632||sp|A6H769.1|,Nontoxin,Nontoxin,82.03,1841.77,1568.26,581.41,976.87,1725.65,2362.49,1950.3,518.52,1436.24,713.28,186.04,2000.47,1993.18,2162,96.1,1640.06,692.4,85.67,1190.144211,1050.245,1345.58778
trinityContig31638||sp|P30932.2|,Nontoxin,Nontoxin,35.48,72.96,97.29,294.3,179.49,374.67,156.52,99.29,108.62,112.37,83.87,177.97,78.05,98.38,52.94,160.06,166.8,50.18,68.89,129.9015789,110.729,151.204444
trinityContig31643||sp|Q5ZKH0.1|,Nontoxin,Nontoxin,24.24,0,16.85,34.79,15.06,21.54,31.68,68.87,59.5,40.08,29.81,53.79,43.18,12.96,23.73,34.01,34.94,68.6,25.19,33.62210526,31.639,35.8255556
trinityContig31655||sp|Q6DKM1.1|,Nontoxin,Nontoxin,24.04,19.75,22.89,33.09,19.73,28.63,52.92,33.24,23.61,21.38,37.55,22.18,29.83,36.57,37.09,20.23,21.05,54.09,23.37,29.53894737,30.273,28.7233333
trinityContig31660||sp|Q9UBT2.2|,Nontoxin,Nontoxin,64.15,33.86,49.21,49.19,61.11,15.84,50.69,41.64,44.69,77.6,90.94,49.65,40.75,8.09,24.07,35.03,46.71,40.79,29.99,44.94736842,49.691,39.6766667
trinityContig31661||sp|Q2KIU2.3|,Nontoxin,Nontoxin,0,5.22,0,112.68,0,2.73,17.75,0,12.29,12.43,25.51,0,9.81,0,5.81,0,16.76,6.54,0,11.97526316,17.711,5.60222222
trinityContig31694||sp|O70274.1|,Nontoxin,Nontoxin,88.68,124.29,103.43,156.94,111.56,123.04,172.72,147.28,99.34,118.26,100.28,121.19,76.76,236.56,142.87,96.09,140.68,279.95,83.03,132.7868421,128.418,137.641111
trinityContig31698||sp|P07903.2|,Nontoxin,Nontoxin,73.36,26.23,39.18,16.81,33.19,24.36,10.35,1.09,24.23,30.23,14.51,30.52,10.63,6.58,9.04,0,43.26,51.64,22.53,24.61789474,31.415,17.0655556
trinityContig31717||sp|Q793F9.1|,Nontoxin,Nontoxin,36.37,39.33,57.29,39.77,26.34,29.16,24.24,24.18,20.27,30.84,39.32,26.37,25.59,12.24,18.86,16.99,29.7,30.55,27.73,29.21789474,33.152,24.8466667
trinityContig31726||sp|O75746.2|,Nontoxin,Nontoxin,27.97,25.89,32.21,38.73,29.09,12.82,28.8,33.31,25.06,30.81,32.85,43.72,23.16,6.08,29.24,24.17,31.76,19.27,21.8,27.19684211,28.608,25.6288889
trinityContig31742||sp|Q0VD15.1|,Nontoxin,Nontoxin,20.32,13.2,19,18.65,7.16,8.25,11.67,23.49,14.05,17.91,10.72,28.78,15.34,2.01,6.5,4.7,7.49,6.6,8.12,12.84,11.99,13.7844444
trinityContig31744||sp|Q9CQN7.1|,Nontoxin,Nontoxin,61.41,63.65,73.52,68.44,33.42,31.58,35.45,48.06,30.46,49.73,19.95,25.13,52.47,16.93,54.69,25.59,56.87,51.56,24.51,43.33789474,49.684,36.2866667
trinityContig31760||sp|Q8VI63.1|,Nontoxin,Nontoxin,19.54,18.99,19.65,31.35,22.3,10.33,4.93,31.3,20.4,21.45,22.09,23.58,22.19,4.33,12.34,11.33,26.77,28.12,17.01,19.36842105,22.136,16.2933333
trinityContig3177||sp|P07910.4|,Nontoxin,Nontoxin,31.98,15.76,41.6,38.61,36.84,57.53,29.97,50.05,22.87,27.74,46.32,28.84,21.78,29.62,34.02,24.45,63.83,85.38,15.7,36.99421053,41.606,31.87
trinityContig31816||sp|Q5E9M1.1|,Nontoxin,Nontoxin,83.69,62.77,55.31,61.07,57.26,19.04,36.74,89.79,46.8,80.72,49.34,76.57,54.48,7.54,40.98,45.7,61.15,46.46,68.1,54.92157895,57.784,51.7411111
trinityContig31823||sp|Q12893.1|,Nontoxin,Nontoxin,16.33,4.56,24.23,19.34,20.51,5.42,21.92,22.42,12.13,20.73,23.96,25.72,13.46,4.86,11.87,11.4,16.01,12.68,10.03,15.66210526,16.842,14.3511111
trinityContig31930||sp|Q2HJ40.1|,Nontoxin,Nontoxin,18.72,9.95,25.85,14.08,11.41,2.62,3.34,11.71,9.25,9.7,17.32,11.98,5.66,1.14,2.04,5.46,17.08,1.46,8.02,9.831052632,12.164,7.23888889
trinityContig31954||sp|Q9P2K3.2|,Nontoxin,Nontoxin,11.12,5.54,13.04,16,12.1,0.71,3.69,10.86,3.73,13.59,12.32,10.79,2.46,0.42,0.69,3.9,14.8,3.46,4.74,7.576842105,9.073,5.91444444
trinityContig31967||sp|Q5E953.1|,Nontoxin,Nontoxin,80.46,103.15,357.05,79.27,102.34,81.28,0,166.85,116.86,19.53,171.26,0,190.37,17.59,81.05,148.65,182.9,169.16,20.58,109.9131579,143.444,72.6566667
trinityContig31969||sp|Q7ZXS7.1|,Nontoxin,Nontoxin,19.41,7,19.08,21.05,11.46,4.99,9.96,14.68,6.44,9.93,5.71,12.6,5.96,0.64,5.21,6.36,11.36,2.98,6.93,9.565789474,10.915,8.06666667
trinityContig3197||sp|Q9BY43.3|,Nontoxin,Nontoxin,113.14,34.38,118.65,64.91,55.07,15.63,46.55,54.13,39.78,58.08,95.08,59.74,46.1,6.64,27.47,24.71,76.48,16.13,27.71,51.59894737,64.074,37.7377778
trinityContig32036||sp|Q1JQ99.1|,Nontoxin,Nontoxin,22.22,28.55,32.55,32.91,24.28,33.56,9.34,25.79,25.17,44.29,0,29.06,28.47,27.08,22.44,41.91,36.33,96.99,40.76,31.66842105,33.695,29.4166667
trinityContig3205||sp|P60902.2|,Nontoxin,Nontoxin,274.39,54.26,262.34,345.77,181.11,21.49,110.6,133.23,0,2.71,99.84,193.27,13.24,101.5,51.02,112.86,179.55,145.58,107.9,125.8242105,166.074,81.1022222
trinityContig32057||sp|P31335.1|,Nontoxin,Nontoxin,10.29,0,12.1,80.09,0,0,5.81,0,5.21,0.67,0,8.56,4.56,0.86,0,0.46,11.8,5.02,6.32,7.986842105,13.018,2.39666667
trinityContig32059||sp|Q96AT9.1|,Nontoxin,Nontoxin,19.44,5.14,13.85,33.23,17.33,7.6,28.77,16.12,16.51,10.48,5.27,21.83,8.61,5.28,6.68,9.82,11.56,31.77,8.98,14.64578947,15.672,13.5055556
trinityContig32084||sp|Q9H3K2.2|,Nontoxin,Nontoxin,163.86,76.22,173.21,137.59,84.49,61.44,135.45,111.96,82.34,129.39,178.48,103.48,83.71,24.36,52.47,61.72,124.83,102.27,62.33,102.6105263,116.324,87.3733333
trinityContig32096||sp|P08106.1|,Nontoxin,Nontoxin,107.18,125.64,132.84,169.61,158.24,114.78,131.49,134.37,93.62,189.35,175.34,196.16,152.33,30.85,90.44,72.47,136.74,98.32,110.66,127.3910526,133.17,120.97
trinityContig32117||sp|Q5RE08.1|,Nontoxin,Nontoxin,32.85,5.37,44.1,26.99,19.24,5,17.44,24.2,11.26,24.52,21.67,32.4,14.06,3.99,2.75,6.53,33.37,14.71,11.33,18.51473684,22.107,14.5233333
trinityContig32126||sp|P60518.1|,Nontoxin,Nontoxin,43.98,6.68,12.29,53.14,41.97,16.81,28.08,31.64,22.73,18.89,90.84,15.89,37.96,30.44,6.12,20.87,14.37,165.96,42.09,36.88157895,50.872,21.3366667
trinityContig32128||sp|Q6GL57.1|,Nontoxin,Nontoxin,40.73,26.91,40.08,42.28,35.97,7.78,32.5,37.89,19.04,31.26,38.52,37.27,16.63,2.91,8.98,11.64,41.8,14.87,20.61,26.71947368,30.047,23.0222222
trinityContig3213||sp|P23004.2|,Nontoxin,Nontoxin,85.91,36.29,39.67,40.27,28.02,46.31,56.81,98.17,37.6,15.46,42.15,28.86,70.4,46.46,44.44,23.33,0.96,84.86,36.77,45.40736842,47.345,43.2544444
trinityContig32133||sp|Q5ZIR8.1|,Nontoxin,Nontoxin,6.7,0,9.1,8.36,8.99,30.25,8.63,15.55,11.56,9.85,10.72,6.22,18.8,2.54,14.17,13.46,11.08,40.82,4.18,12.15684211,13.292,10.8955556
trinityContig32143||sp|Q9BVJ7.1|,Nontoxin,Nontoxin,39,4.49,5.4,25.57,18.95,9.98,0,0,15.81,12.69,0.99,16.3,15.36,2.05,3.91,7.66,23.53,8.22,11.35,11.64526316,15.228,7.66444444
trinityContig32149||sp|Q8CDN6.3|,Nontoxin,Nontoxin,76.92,88.42,52.99,91.87,78.17,73.98,100.92,138.98,79.9,75.94,210.71,72.77,125.7,53.52,72.87,96.45,52.45,139.99,63.49,91.89684211,96.516,86.7644444
trinityContig32167||sp|P32121.2|,Nontoxin,Nontoxin,51.94,28.25,79.27,46.21,40.46,17.31,25.55,26.91,17.52,36.41,66.9,44.82,14.58,3.81,9.8,15.46,55.45,11.12,20.94,32.24789474,39.667,24.0044444
trinityContig32202||sp|Q5ZKT6.1|,Nontoxin,Nontoxin,11.55,35.19,18.15,24.77,25.41,21.89,63.3,37.54,56.28,33.55,20.17,25.92,40.49,49.41,26.1,23.85,29.24,51.75,22.89,32.49736842,27.052,38.5477778
trinityContig3221||sp|Q4R5C3.1|,Nontoxin,Nontoxin,127.71,77.49,108.92,90.23,101.44,37.11,51.3,120.47,88.4,105.35,143.97,122.22,124.1,19.94,49.55,96.61,91.28,110.57,111.05,93.56368421,105.882,79.8766667
trinityContig32210||sp|Q5ZKC9.1|,Nontoxin,Nontoxin,99.28,155.12,97.55,177.29,116.64,77.05,138.07,88.29,134.6,113.23,145.2,154.44,84.13,31.11,83.76,107.41,100.56,139.55,75.12,111.4947368,111.908,111.035556
trinityContig32210||sp|Q6P0K8.1|,Nontoxin,Nontoxin,75.68,62.83,53.87,78.94,68.59,25.74,41.1,61.05,52.62,84.95,72.21,96.86,26.76,2.14,16.2,35.29,78.28,15.45,33.77,51.70157895,51.975,51.3977778
trinityContig32216||sp|P78382.1|,Nontoxin,Nontoxin,81.37,36.75,66.17,62.42,39.21,18.58,79.45,84.39,53.03,47,85.11,48.06,59.42,15.68,33.88,46.46,44.46,29.3,49.23,51.57736842,55.057,47.7111111
trinityContig32226||sp|O95070.2|,Nontoxin,Nontoxin,79.32,29.21,0,0.58,48.41,37.75,48.42,23.2,34.75,50.89,95.62,34.74,16.24,2.79,30.67,18.54,39.3,12.96,16.28,32.61421053,33.938,31.1433333
trinityContig32241||sp|P35276.1|,Nontoxin,Nontoxin,32.24,122.46,49.12,228.64,169.29,79.8,99.14,88.85,137.14,170.28,150.39,119.57,83.91,39.3,84.83,82.56,87.07,77.13,78.69,104.2321053,104.131,104.344444
trinityContig32244||sp|Q15417.1|,Nontoxin,Nontoxin,33.9,3.27,7.54,15.4,15.07,12.7,7.18,5.37,18.41,20.89,10.94,10.32,13.04,1.5,17.05,6.06,8.32,14.21,8.41,12.08315789,14.388,9.52222222
