gene_id,class,toxin_family,JLS178,JLS181,JLS187,JLS202,JLS216,JLS223,JLS224,JLS228,JLS242,JLS247,JLS248,JLS249,JLS253,JLS254,JLS255,JLS256,JLS257,JLS260,JLS269,Average,Female_Average,Male_Average
trinityContig12497||sp|P14618.4|,Nontoxin,Nontoxin,236.2,70.82,293.29,150.96,240.49,38.44,114.11,131.88,145.06,289.55,259.25,207.16,139.96,5.98,37.42,80.34,288.07,46.19,64.14,149.4373684,175.597,120.371111
trinityContig12497||sp|Q78YY6.1|,Nontoxin,Nontoxin,2.97,0,0,4.12,0,0,16.53,4.68,6.82,0,1.39,0,1.61,35.66,9.37,5.65,2.04,3.27,7.95,5.371578947,3.272,7.70444444
trinityContig12513||sp|Q5E9E7.1|,Nontoxin,Nontoxin,20.34,45.47,28.21,14.85,23.4,5.68,22.39,38.46,29.57,34.05,32.65,35.12,21.31,4.02,18.83,13.95,28.47,23.51,26.62,24.57368421,23.819,25.4122222
trinityContig12535||sp|O93327.4|,Nontoxin,Nontoxin,32.29,10.14,29.52,31.83,42.36,10.33,20.6,23.73,19,25.41,19.34,25.29,18.74,10.25,13.48,17.3,28.29,23.21,20.18,22.17315789,25.924,18.0055556
trinityContig12537||sp|O95336.2|,Nontoxin,Nontoxin,37.45,17.23,45.21,36.53,31.24,27.09,34.04,38.28,28.73,27.85,39.65,36.14,17.87,9.83,18.4,23.74,37.72,31.14,27.29,29.75947368,32.25,26.9922222
trinityContig12539||sp|Q98953.1|,Nontoxin,Nontoxin,14.13,304.86,48.07,276.18,30.64,723.86,268.59,110.57,212.57,343.35,175.85,597.25,108.21,376.22,182.51,169.9,33.43,81.88,140.58,220.9815789,109.148,345.241111
trinityContig12543||sp|Q5ZKZ9.2|,Nontoxin,Nontoxin,18.84,13.19,34.16,14.62,16.78,5.69,8.92,11.1,7.28,12.92,15.42,16.71,3.58,1.27,4.27,4.54,19.48,4.41,9.41,11.71526316,14.097,9.06888889
trinityContig12555||sp|Q6PBF6.1|,Nontoxin,Nontoxin,14.6,116.36,7.73,23.13,10.85,27.92,3.67,54.24,3.45,6.27,1.88,10.51,3.12,9.81,8.45,6.44,7.14,32.07,1.39,18.37,11.036,26.5188889
trinityContig12621||sp|Q5XFW8.1|,Nontoxin,Nontoxin,27.4,59.62,29.67,43.64,27.51,18.49,77.87,30.75,30.95,37.73,26.88,33.14,26.23,22.94,42.44,27.93,43.77,46.88,27.81,35.87631579,34.223,37.7133333
trinityContig12636||sp|Q98TF6.1|,Nontoxin,Nontoxin,0,2254.44,1919.54,4013.5,963.27,1394.15,2229.13,0,3286.48,948.59,0,1363.84,871.22,3795.94,4218.54,3553.04,2111.78,0,3154.98,1898.865263,1725.283,2091.73444
trinityContig1264||sp|P36220.1|,Nontoxin,Nontoxin,106.61,142.22,114.19,249.89,107.13,273.47,135.45,94.49,111.18,95.05,106.68,124.52,92.35,70.75,113.56,126.05,148.72,110.97,54.73,125.1584211,120.483,130.353333
trinityContig12640||sp|P17785.2|,Nontoxin,Nontoxin,968.06,554.18,515.34,552.45,885.09,1102.92,999.8,766.77,698.84,342.26,926.82,552.93,301.71,140.31,331.45,426.51,556.76,443.93,240.92,595.1078947,572.253,620.502222
trinityContig12642||sp|Q5TGZ0.1|,Nontoxin,Nontoxin,0,0,0,175.07,105.27,184.45,0,0,0,106.46,0,3.14,0,222.56,154.59,0,212.43,0,0,61.26157895,64.736,57.4011111
trinityContig12650||sp|Q2TBH7.3|,Nontoxin,Nontoxin,8.99,16.33,5.56,12.65,10.56,10.16,11.83,17.08,10.8,8.2,13.19,14.76,8.14,4.35,11.11,8.38,8.75,15.71,12.01,10.97684211,10.667,11.3211111
trinityContig12659||sp|Q5RDI2.1|,Nontoxin,Nontoxin,2.73,0,0,183.77,60.15,0,0,0,0,11.63,0,0,2.98,0,3.7,0,7.21,26.5,0,15.71947368,28.704,1.29222222
trinityContig12686||sp|Q8VHQ9.1|,Nontoxin,Nontoxin,34.14,20.96,28.58,38.92,33.2,6.06,19.34,24.4,27.35,23.9,26.15,34.88,20.73,0.42,13.58,16.05,28.84,10.4,17.85,22.40789474,25.239,19.2622222
trinityContig12689||sp|Q9NT62.1|,Nontoxin,Nontoxin,100.79,111.06,94.47,101.22,119.91,79.94,63.73,145.84,109.9,107.92,158.85,107.55,132.64,121.21,135.51,117.31,103.12,199.3,100.59,116.3610526,124.64,107.162222
trinityContig1269||sp|P62266.3|,Nontoxin,Nontoxin,1108.82,1049.71,1370.11,1333.98,979.51,1606.96,2467.67,1234.39,1479.08,1312.23,1429.63,1268.13,1654.57,2930.31,2270.23,1535.5,1018.45,2620.02,1208.89,1572.536316,1499.421,1653.77556
trinityContig1270||sp|Q8VEM8.1|,Nontoxin,Nontoxin,345.26,276.02,392.64,330.41,346.56,269.95,513.35,369.13,343.1,319.86,358.98,300.53,311.73,235.86,363.33,281.27,306.39,350.56,211.07,327.6842105,331.693,323.23
trinityContig12746||sp|Q60HF9.1|,Nontoxin,Nontoxin,86.53,64.18,86.03,72.07,127.5,107.6,123.97,120.51,147.45,214.74,166.07,116.6,96.85,168,96.87,125.91,69.08,129.12,35.48,113.3978947,96.56,132.106667
trinityContig12749||sp|P61106.4|,Nontoxin,Nontoxin,50.37,30.48,59.43,39.05,43.55,15.95,17.2,46.69,35.65,52.51,52.67,58.11,23.4,5.69,13.36,19.13,57.77,14.17,23.94,34.69052632,37.771,31.2677778
trinityContig12762||sp|P53367.2|,Nontoxin,Nontoxin,11.56,2.62,13.13,16.46,9.38,2.64,15.63,9.43,9.91,10.67,10.2,16.73,7.43,2.39,5.36,7.47,13.43,13.91,8.64,9.841578947,10.95,8.61
trinityContig1278||sp|Q5RB02.1|,Nontoxin,Nontoxin,0,10.87,16.98,25.59,16.07,4.93,12.6,9.72,13.94,13.17,5.69,18.09,0.29,0,0.9,7.68,17.5,1.83,10.71,9.818947368,9.556,10.1111111
trinityContig1282||sp|Q8R059.1|,Nontoxin,Nontoxin,90.07,72.85,52.34,112.54,51.98,15.38,129.25,36.09,61.49,54.65,20.42,86.8,23.06,4.6,20.76,39.33,105.69,18.01,36.66,54.31421053,53.153,55.6044444
trinityContig12823||sp|P70187.3|,Nontoxin,Nontoxin,64.65,23.13,58.26,29.76,85.22,8.79,31.34,59.81,32.32,69.51,69.14,51.98,52.47,1.68,12.34,26.52,46.61,16.81,44.68,41.31684211,47.994,33.8977778
trinityContig12823||sp|Q5PQ71.1|,Nontoxin,Nontoxin,11.87,47.45,32.53,18.54,7.87,24.93,75.34,26.49,53.68,38.87,34.29,36.48,29.71,33.16,33.53,23.96,28.31,33.79,14.18,31.84105263,24.462,40.04
trinityContig12824||sp|Q3UK78.1|,Nontoxin,Nontoxin,33.85,24.49,25.48,42.29,34.11,28.7,16.66,40.32,23.05,41.8,50.93,43.39,34.57,31.5,17.36,31.38,23.07,105.01,25.76,35.45894737,39.243,31.2544444
trinityContig12825||sp|Q9CXK4.1|,Nontoxin,Nontoxin,0,18.42,0,173.9,11.79,17.96,10.24,0,5.98,9.21,33.79,86.52,74.34,9.38,20.73,5.35,13.86,7.57,55.58,29.19052632,39.156,18.1177778
trinityContig12837||sp|Q91W53.1|,Nontoxin,Nontoxin,38.03,62.23,29.64,32.68,49.54,19.49,49.41,36.52,21.76,33.94,43.86,34.95,60.34,20.1,20.06,25.01,35.65,71.21,27.79,37.48473684,40.88,33.7122222
trinityContig12844||sp|Q8CAQ8.1|,Nontoxin,Nontoxin,17.96,27.68,13.67,25.27,11.74,18.75,26.65,28.58,26.47,28.97,20.23,35.61,11.61,8.58,9.95,20.9,15.41,17.69,10.37,19.79421053,15.39,24.6877778
trinityContig12852||sp|A2A825.1|,Nontoxin,Nontoxin,26.66,0,2.02,4.46,1.57,2.68,19.59,1.97,0.38,4.18,0,1.89,0,3.18,14.74,1.46,2.79,7.32,6.74,5.348947368,6.63,3.92555556
trinityContig12893||sp|Q9JHS9.1|,Nontoxin,Nontoxin,71.3,45.78,67.34,101.91,66.99,44.29,68,75.52,62.54,57.21,60.62,68.91,70.79,83,64.64,59.37,88.81,180.1,43,72.63789474,81.55,62.7355556
trinityContig12904||sp|Q5ZI23.1|,Nontoxin,Nontoxin,85.31,42.77,84.99,138.27,67.03,25.16,34.2,95.38,38.92,66.93,98.95,67.75,71.86,36.61,25.84,32.62,79.17,92.87,56.23,65.30842105,80.052,48.9266667
trinityContig1291||sp|A5A6J1.1|,Nontoxin,Nontoxin,189.45,329.46,182.64,1226.7,130.53,438.97,324.26,53.42,174.79,80.06,103.43,440.57,52.48,110.3,104.01,185.53,210.25,119.27,55.03,237.4289474,237.379,237.484444
trinityContig12943||sp|Q01968.3|,Nontoxin,Nontoxin,40.31,14.79,48.75,23.29,25.7,4.23,11.78,28.21,12.42,29.91,45.68,32.64,10.44,1.63,3.07,7.79,24.22,5.26,14.13,20.22368421,24.085,15.9333333
trinityContig12955||sp|Q5R4E0.1|,Nontoxin,Nontoxin,57.59,22.68,50.8,46.42,41.08,29.14,33.17,41.99,44.12,31,69.47,59.24,33.56,23.3,24.71,31.18,40.77,71.36,37.74,41.54315789,47.35,35.0911111
trinityContig12960||sp|P79800.1|,Nontoxin,Nontoxin,18.1,33.51,21.67,29.76,21.87,21.41,26.9,31.11,39.65,43.32,20.03,46.73,20.57,11.47,22.33,23.54,23.87,27.18,15.42,26.23368421,22.08,30.8488889
trinityContig12963||sp|A5A6J7.1|,Nontoxin,Nontoxin,42.41,27.2,35,70.81,63.78,15.9,39.88,43.98,50.08,43.95,55.89,62.82,33.98,6.21,19.51,34.02,37.9,69.25,36.93,41.55263158,46.546,36.0044444
trinityContig12968||sp|Q3SZT7.1|,Nontoxin,Nontoxin,39.24,0,59.1,48.2,12.36,58.43,8.13,47.35,46.06,29.6,40.4,27.25,53.65,0,0,39.34,4.81,75.62,18.73,32.01421053,35.211,28.4622222
trinityContig12971||sp|Q9UGY1.1|,Nontoxin,Nontoxin,9.45,20,3.34,9.96,10.49,16.89,11.81,16.05,15.26,12.14,17.57,14.46,12.06,6.52,6.35,16.39,13.98,36.76,11.03,13.71105263,13.099,14.3911111
trinityContig12991||sp|O70401.1|,Nontoxin,Nontoxin,4.04,6.81,7.57,17.78,3.71,9.52,10.84,16.45,5.26,6.03,7.18,1.64,5.21,5.7,8.01,4.57,5.81,23.88,3.33,8.070526316,8.652,7.42444444
trinityContig13035||sp|Q9CR11.1|,Nontoxin,Nontoxin,15.28,13.22,11.17,21.51,22.68,20.56,26.29,24.45,9.76,21.08,16.26,19.59,21.42,19.92,20.6,19.65,11.22,37.92,14.58,19.32421053,19.264,19.3911111
trinityContig1305||sp|O88892.1|,Nontoxin,Nontoxin,1015.34,812.65,1152.55,757.49,1129.71,617.48,230.84,731.27,857.92,897.75,845.35,931.21,1186.7,367.36,682.89,753.39,1286.46,1356.03,793.46,863.4657895,1020.598,688.874444
trinityContig13058||sp|P60228.1|,Nontoxin,Nontoxin,253.68,221.89,279.59,364.37,607.48,292.98,475.32,508.9,377.73,413.09,580.86,337.31,334.94,195.96,179.85,379.85,241.46,435.84,235.36,353.4978947,351.343,355.892222
trinityContig13070||sp|A0A1B0GUI7.1|,Nontoxin,Nontoxin,1.92,0,6.3,3.81,0,0,0,0,1.9,0,0,0,0,0,0,0,1.82,0,0,0.828947368,1.385,0.21111111
trinityContig13070||sp|Q969T9.1|,Nontoxin,Nontoxin,49.18,17.31,53.58,50.82,38.46,2.35,11.7,54.13,35.94,53.67,52.72,65.98,26.74,0.99,12.46,27.29,52.29,13.51,26.62,33.98631579,37.638,29.9288889
trinityContig1310||sp|Q5ZJW4.1|,Nontoxin,Nontoxin,37.78,16.63,37.6,22.14,30.54,16.81,30.38,21.97,26.55,28.96,23.24,29.05,16.09,12.65,21.58,25.02,42.08,33.82,23.44,26.12263158,28.831,23.1133333
trinityContig13108||sp|P46940.1|,Nontoxin,Nontoxin,70.53,46.09,54.82,57.58,51.48,20.78,38.04,48.84,36.14,49.23,86.96,55.03,33.7,12.56,19.31,28.22,49.11,24.23,33.24,42.94157895,48.096,37.2144444
trinityContig13114||sp|Q5R824.1|,Nontoxin,Nontoxin,27.57,59.3,19.51,18.25,32.57,14.66,21.25,34.7,26.41,29.88,22.72,32.06,17.37,12.69,17.91,17.26,29.98,30.08,19.04,25.43210526,23.5,27.5788889
trinityContig13173||sp|Q6P756.2|,Nontoxin,Nontoxin,22.28,25.38,25.7,39.23,21.6,32.84,17.6,19.48,15.54,19.85,26.74,20.6,13.44,8.21,19.25,15.46,27.29,24.31,15.14,21.57578947,23.498,19.44
trinityContig1320||sp|Q5F4A3.1|,Nontoxin,Nontoxin,107.03,96.93,112.57,130.52,117.49,53.52,158.11,126.19,99.1,118.67,131.38,104.53,95.44,42.77,97.21,81.71,100.77,110.4,70.79,102.9015789,107.36,97.9477778
trinityContig13256||sp|Q99PJ2.3|,Nontoxin,Nontoxin,28.44,12.91,28.66,34.86,27.75,9.7,15.5,20.78,17.26,27.94,28.51,34.3,16.55,2.11,6.7,12.54,37.33,8.72,13.51,20.21421053,23.103,17.0044444
trinityContig13268||sp|Q90WG1.1|,Nontoxin,Nontoxin,13.92,8.66,18.8,22.27,18.57,3.7,16.65,16.38,12.67,21.85,17.3,13.66,8.79,1.98,5.22,5.73,15.77,12.8,8.74,12.81368421,14.218,11.2533333
trinityContig1334||sp|Q8UW59.1|,Nontoxin,Nontoxin,183.75,0,768.18,10.81,8.52,144.67,774.02,19.49,60.4,531.63,152.64,77.49,19.63,102.18,14.02,423.17,152.14,377.32,485.72,226.62,217.273,237.005556
trinityContig1336||sp|Q6UXG2.2|,Nontoxin,Nontoxin,96.36,109.18,106.21,65.68,75.54,14.95,52.02,90.01,58.83,88.53,104.99,98.48,66.28,13.56,39.58,39.18,81.62,37.99,71.83,68.99052632,74.608,62.7488889
trinityContig13379||sp|P49770.3|,Nontoxin,Nontoxin,93.75,33.54,89.56,58.21,92.6,42.3,61.83,67.48,77.8,81.85,72.69,62.03,77.77,27.84,36.02,81.7,84.77,80.07,47.8,66.82157895,73.324,59.5966667
trinityContig1340||sp|Q7ZXD5.1|,Nontoxin,Nontoxin,1856.63,206.55,254.61,206.13,177.03,148.33,189.14,708.77,247.14,198.36,289.46,203.62,919.92,223.53,239.7,202.14,253.98,454.7,265.05,381.3047368,491.721,258.62
trinityContig13403||sp|Q7T0B1.1|,Nontoxin,Nontoxin,20.15,8.32,22.45,15.28,13.87,2.21,7.73,15.17,5.62,16.85,20.49,16.25,2.53,0,0.89,4.14,20.3,2.33,6.75,10.59631579,12.504,8.47666667
trinityContig13421||sp|P81623.2|,Nontoxin,Nontoxin,46.32,22.75,109.91,59.58,13.45,27.6,63.66,22.02,104.28,39.6,18.06,49.73,47.89,1.52,5.08,15.52,63.07,50.65,50.58,42.69842105,46.459,38.52
trinityContig13432||sp|Q13889.2|,Nontoxin,Nontoxin,9.63,18.1,9.91,26.2,10.73,5.05,9.44,25.56,15.47,16.67,15.8,18.92,18.24,7.44,9.76,11.87,14.98,14.83,13.95,14.34473684,14.403,14.28
trinityContig13471||sp|O60493.3|,Nontoxin,Nontoxin,59.36,24.32,48.68,66.86,44.58,33.54,31.52,43.19,34.24,37.31,53.12,40.47,27.62,36.99,19.47,28.55,48.68,124.68,24.66,43.57052632,51.771,34.4588889
trinityContig13472||sp|P51903.2|,Nontoxin,Nontoxin,159.05,96.74,121.5,165.19,131.34,85.23,231.88,64.78,99.59,155.62,182.38,68.93,115.65,55.64,87.24,116.22,82.95,135.56,64.04,116.8173684,124.49,108.292222
trinityContig13474||sp|E1C5V0.1|,Nontoxin,Nontoxin,21.35,28.06,20.43,23.8,27.71,13.42,47.56,29.15,28.66,24.43,22.39,22.82,21.43,15.6,24.08,22.93,21.92,29.69,14.53,24.20842105,22.733,25.8477778
trinityContig13478||sp|Q969Q5.1|,Nontoxin,Nontoxin,65.5,56.71,49.78,42.97,38.97,46.93,90.6,52.33,35.2,38.59,70.7,39.42,65.57,51.08,39.27,40.61,58.91,86.26,29.1,52.55263158,54.703,50.1633333
trinityContig13489||sp|P08251.1|,Nontoxin,Nontoxin,395.05,193.64,346.7,228.22,324.8,31.73,161.53,385.15,234.54,375.45,281,359.41,280.38,17.35,133.89,197.64,368.27,98.78,159.04,240.6615789,261.613,217.382222
trinityContig13502||sp|O00422.1|,Nontoxin,Nontoxin,59.72,39.59,123.17,68.15,83.27,87.32,43.99,95.42,80.66,87.98,89.05,110.31,102.04,113.38,118.56,101.06,87.05,229.44,83.6,94.93473684,104.405,84.4122222
trinityContig13529||sp|Q9TR36.3|,Nontoxin,Nontoxin,6.53,4.15,5.41,6.62,8.06,9.03,6.91,9.57,9.32,11.04,5.41,12.36,7.34,0.95,3.47,6.16,8.75,0,3.43,6.553157895,5.502,7.72111111
trinityContig13542||sp|Q8N392.3|,Nontoxin,Nontoxin,49.23,42.64,36.81,41.24,37.03,14.55,46.42,47.97,59.69,35.57,54.54,37.89,49.83,17.96,26.73,30.14,32.94,36.86,30.95,38.36789474,39.616,36.9811111
trinityContig13551||sp|Q7ZYQ0.1|,Nontoxin,Nontoxin,92.07,28.7,70,50.21,79.54,5.34,23.42,110.03,62.69,88.99,73.46,60.18,55.95,3.28,21.36,44.73,66.43,24.64,51.56,53.29368421,58.522,47.4844444
trinityContig13556||sp|P61589.1|,Nontoxin,Nontoxin,123.51,70.18,107.6,84.95,104.75,63.6,96.66,64.45,86.34,86.42,101.81,95.27,78.96,21.84,60.26,65.15,100.22,59.61,54,80.29368421,87.567,72.2122222
trinityContig13563||sp|Q32P85.1|,Nontoxin,Nontoxin,268.1,143.5,242.53,357.68,247.13,273.14,52.4,187.98,199.38,223.01,169.85,208.55,250.01,183.01,170.65,220.98,244.84,563.76,165.98,230.1305263,268.053,187.994444
trinityContig13573||sp|P52888.2|,Nontoxin,Nontoxin,68.63,14.95,32.51,23.14,15.82,30.04,25.69,26.53,13.59,28.29,31.83,13.67,11.9,10.85,17.39,28.51,47.91,15.83,10.67,24.61842105,27.563,21.3466667
trinityContig13577||sp|Q5EI37.1|,Nontoxin,Nontoxin,58.69,58.82,71.81,118.07,81.97,63.22,92.74,105.47,67.78,75.64,95.72,95.17,86.49,63.61,65.95,73.27,85.04,166.37,67.67,83.86842105,89.778,77.3022222
trinityContig13593||sp|Q505I4.1|,Nontoxin,Nontoxin,41.74,9.74,10.92,15.86,28.04,8.17,33.88,0,25.52,22.95,55.15,30.87,22.39,34.03,17.73,20.97,6.8,26.31,32.29,23.33473684,25.723,20.6811111
trinityContig13593||sp|Q9DBJ3.1|,Nontoxin,Nontoxin,92.66,55.93,86.37,47.42,87.63,11.02,32.67,73.46,44.13,87.77,141.45,82.44,39.74,1.16,20.08,28.97,63.17,13.77,31.85,54.82578947,62.414,46.3944444
trinityContig13597||sp|Q9GKZ4.3|,Nontoxin,Nontoxin,221.77,353.69,170.64,224.55,339.55,165.54,195.44,312.62,265.98,321.95,420.32,252.85,284.85,113.62,203.28,248.66,158.61,339.78,293.59,257.2257895,265.694,247.816667
trinityContig13599||sp|F1MDB2.2|,Nontoxin,Nontoxin,127.37,0,84.4,0,68.3,113.92,0,0,0,0,0,62.72,120.3,0,0,0,74.22,200,81.64,49.09842105,75.623,19.6266667
trinityContig13607||sp|Q9TVC1.1|,Nontoxin,Nontoxin,36.84,30.33,36.37,38.64,35.7,32.04,43.42,41.09,39.15,37.25,69.64,42.66,61.75,30.17,33.7,28.24,28.61,75.48,28.18,40.48736842,44.491,36.0388889
trinityContig13641||sp|Q8BIJ7.1|,Nontoxin,Nontoxin,39.3,38.72,40.58,42.81,57.99,15.97,27.47,40.23,44.9,40.16,47.49,55.11,37.25,8.51,18.85,19.72,36.18,33.38,30.45,35.53,38.428,32.31
trinityContig13646||sp|O15127.2|,Nontoxin,Nontoxin,76.8,15.55,1.03,0,8.27,1.58,4.95,25.44,10.93,14.69,73.19,10.5,7.15,5.57,15.09,31.94,23.24,11.44,24.25,19.03210526,24.046,13.4611111
trinityContig13658||sp|Q14254.2|,Nontoxin,Nontoxin,78.28,31.72,95.5,54.29,44.18,14.17,28.64,29.54,19.43,46.05,50.65,34.67,14.29,3.06,12.04,15.2,59.43,9.17,25.48,35.04157895,44.331,24.72
trinityContig13663||sp|A4QNE9.1|,Nontoxin,Nontoxin,470.76,291.98,404.36,289.03,647.95,302.27,383.47,674.67,581.16,763.52,541.55,299.69,549.69,262.8,415.06,565.88,447.98,746.36,461.21,478.9152632,497.395,458.382222
trinityContig13664||sp|Q9R0Q3.1|,Nontoxin,Nontoxin,292.14,147.92,411.56,106.79,129.1,27,58.05,108.12,73.89,123.77,265.79,159.86,131.42,8.28,120.45,84.4,197.94,44.62,86.63,135.67,178.644,87.9211111
trinityContig13665||sp|Q9JMJ2.1|,Nontoxin,Nontoxin,19.37,21.13,17.79,16.41,17.83,9,9.4,20.33,19.99,21.76,13.71,15.45,15.69,4.82,6.15,10.74,15.39,27.62,15.01,15.66263158,16.497,14.7355556
trinityContig13692||sp|Q6GLX2.1|,Nontoxin,Nontoxin,2.16,17.98,11.73,1.3,3.21,0,5.6,10.36,4.59,2.79,1.25,1.22,0.4,1.03,0.83,1.19,3.16,0,2.48,3.751578947,2.652,4.97333333
trinityContig13692||sp|Q6P8Y1.4|,Nontoxin,Nontoxin,95.3,124.36,54.51,101.31,59.6,111.61,93.82,90.83,116.9,83.48,161.75,61.71,118.98,67.97,87.37,81.12,72.67,162.28,39.35,93.94315789,95.312,92.4222222
trinityContig13693||sp|P37837.2|,Nontoxin,Nontoxin,52.62,68.95,56.72,95.11,65.58,91.49,87.43,62.06,73.85,53.7,65.17,86.06,58.2,73.57,64.42,61.89,56.43,128.36,49.4,71.10578947,69.201,73.2222222
trinityContig13695||sp|Q9CR62.3|,Nontoxin,Nontoxin,185.47,51.43,0,47.93,71.27,77.62,48.93,46.53,36.41,74.21,56.8,19.92,74.83,11.93,27.75,54.62,170.4,48.92,46.28,60.59210526,72.965,46.8444444
trinityContig13698||sp|Q1LZB6.1|,Nontoxin,Nontoxin,102.48,39.71,71.67,15.33,28.48,8.02,0.88,14.58,69.21,18.15,163.53,22.95,29.71,0.41,3.38,40.37,49.38,23.7,22.7,38.13894737,51.036,23.8088889
trinityContig13702||sp|P21816.1|,Nontoxin,Nontoxin,0.82,91.94,2.6,1.72,2.42,0.92,0,98.1,3.25,1.58,0,1.61,0.52,5.41,2.2,2.52,18.36,1.96,3.27,12.58947368,3.387,22.8144444
trinityContig13702||sp|Q2KJ44.1|,Nontoxin,Nontoxin,67.75,28.75,65.96,40.63,47.37,47.73,38.48,63.82,59.6,61.42,82.88,65.19,45.19,22.77,32.39,36.85,67.32,49.86,37.22,50.58842105,53.657,47.1788889
trinityContig13707||sp|O55102.2|,Nontoxin,Nontoxin,128.17,34.03,83.63,0,56.85,44.65,15.97,97.04,94.88,42.34,39.49,22.96,72.45,21.06,48.52,87.16,128.26,21.43,82.24,59.00684211,66.104,51.1211111
trinityContig13747||sp|Q0P5A1.1|,Nontoxin,Nontoxin,106.69,59.04,107.4,93.1,54.85,64.9,22.3,102.18,84.34,80.15,99.82,86.12,109.93,23.2,44.33,70.5,91.7,123.73,90.56,79.72842105,92.211,65.8588889
trinityContig13748||sp|P54619.1|,Nontoxin,Nontoxin,25.2,1.64,13.66,21.8,22.1,6.09,14.36,24.71,13.98,32.78,36.17,15.34,11.01,0.75,4.87,19.91,21.64,13.14,8.71,16.20315789,17.83,14.3955556
trinityContig13749||sp|Q08E13.1|,Nontoxin,Nontoxin,37.06,40.86,55.64,59.63,39.27,10.89,20.92,36.28,27.18,31.98,43.49,42.1,22.49,3.59,16.76,20.73,37.54,29.87,30.95,31.95947368,37.27,26.0588889
trinityContig13761||sp|Q3T108.1|,Nontoxin,Nontoxin,237.57,282.74,353.55,215.96,165.99,387.29,231.32,247.77,126.45,184.56,160.67,177.17,161.07,207.81,217.44,170.36,309.86,249.17,118.97,221.3536842,219.025,223.941111
trinityContig13819||sp|P61619.2|,Nontoxin,Nontoxin,996.6,700.94,796.93,696.63,834.55,388.29,777.7,877.45,894.27,997.98,1127.13,746.23,1117.79,354.92,591.63,839.09,644.82,628.07,971.22,788.5389474,840.537,730.763333
trinityContig13827||sp|Q5EA88.3|,Nontoxin,Nontoxin,61.18,63.13,63.71,94.87,201.2,47.02,23.49,60.08,33.77,199.69,96.85,113.39,68.72,11.25,38.38,106.45,87.58,139.58,29.36,81.03684211,88.143,73.1411111
trinityContig13843||sp|Q9D125.1|,Nontoxin,Nontoxin,27.41,56.83,21.84,34.26,33.97,25.42,33.41,35.27,25.12,32.87,40.39,32.29,35.14,37.17,32.22,24.64,27.12,84.27,20.24,34.73052632,35.686,33.6688889
trinityContig13855||sp|P63279.1|,Nontoxin,Nontoxin,67.46,25.2,64.26,99.37,65,41.99,72.11,60.2,47.75,46.84,72.38,74.75,48.4,41.2,46.54,38.12,72.49,161.47,51.12,62.98157895,74.849,49.7955556
trinityContig13883||sp|P70441.3|,Nontoxin,Nontoxin,53.54,59.42,57.58,68.96,41.01,11.74,44.73,58.43,41.81,33.95,24.25,53.49,19.21,4.07,15.48,26.38,70.69,19.93,28.32,38.57842105,39.897,37.1133333
trinityContig139||sp|Q2KIU2.3|,Nontoxin,Nontoxin,0,0,32.67,0,32.62,3.34,56.93,27.01,6.4,22.76,16.71,81.02,44.42,0,1.83,3.16,2.76,2,12.67,18.22631579,14.568,22.2911111
trinityContig13905||sp|Q6AYE4.1|,Nontoxin,Nontoxin,1.72,0,2.94,12.46,0.65,3.73,0.79,0,13.01,1.8,0,9.21,2.17,0.77,1.04,5.8,2.07,2.07,1.7,3.259473684,2.682,3.90111111
trinityContig13912||sp|Q6P8D9.1|,Nontoxin,Nontoxin,26.59,0,21.16,24.99,35.84,0,0,0,0,0,33.08,0.62,27.14,0,11.61,0,27.47,23.09,21.75,13.33368421,25.272,0.06888889
trinityContig13926||sp|B5G1P1.2|,Nontoxin,Nontoxin,12.26,9.5,13.47,16.6,14.86,19.74,18.29,27.28,16.97,10.1,17.15,14.91,14.46,10.84,11.15,10.78,18.02,24.62,5.83,15.09631579,14.842,15.3788889
trinityContig13956||sp|Q32N70.1|,Nontoxin,Nontoxin,20.88,15.42,18.97,24.22,18.87,0.96,15.27,18.38,14.82,26.21,26.47,24,3.79,3.52,2.29,6.89,15.13,10.7,15.89,14.87789474,15.721,13.9411111
trinityContig13969||sp|O95857.1|,Nontoxin,Nontoxin,41.19,95.52,33.18,27.34,44.46,24.63,86.29,93.81,60.99,91.39,35.63,95.25,40.5,22.48,60.29,57.42,40.43,35,51.06,54.57157895,40.908,69.7533333
trinityContig1397||sp|Q61990.1|,Nontoxin,Nontoxin,122.64,44.94,87.21,132,94.88,52,41.14,103.15,44.75,70.76,91.51,51.49,53.04,54.29,29.72,57.55,91.53,139.65,38.58,73.72789474,88.076,57.7855556
trinityContig1400||sp|Q61990.1|,Nontoxin,Nontoxin,26.4,28.78,75.75,60.54,31.02,32.63,0.11,54.23,44.58,71.86,83.97,51.76,29.61,0.17,31.6,43.87,45,101,55.92,45.72631579,54.081,36.4433333
trinityContig14062||sp|P16039.1|,Nontoxin,Nontoxin,125.19,130.81,117.86,161.51,164.15,129.94,220.88,175.44,185.91,180.25,224.06,163.38,163.54,133.95,135.43,155.73,155.02,289.48,110.67,164.3789474,164.691,164.032222
trinityContig14068||sp|Q66H40.1|,Nontoxin,Nontoxin,0,0,37.2,0,0,2.34,27.5,66.11,47.56,60.43,39.24,3.51,22.24,0,0,46.23,0,23.39,13.16,20.46894737,13.523,28.1866667
